"","region","urb","lit","voteshare","absolute_wealth"
"253","Region 2",0.149098843336105,0.428374171257019,0.547969400882721,11952415
"254","Region 2",0.0929537191987038,0.384591400623322,0.467738598585129,63664592
"255","Region 2",0.0738901719450951,0.445161670446396,0.57544207572937,7952501.5
"256","Region 2",0.149098843336105,0.428374171257019,0.512766778469086,5165945.5
"257","Region 2",0.136764317750931,0.404629945755005,0.398446559906006,1109999.75
"258","Region 2",0.0685975402593613,0.40396648645401,0.319225519895554,2584999.5
"259","Region 2",0.154709205031395,0.384460955858231,0.48442941904068,8941997
"260","Region 2",0.0872425585985184,0.275191009044647,0.357985198497772,4909895
"261","Region 2",0.0507301837205887,0.293796300888062,0.354732006788254,1302646.25
"262","Region 2",0.0613997541368008,0.273175597190857,0.37118062376976,1383223.125
"263","Region 2",0.0445001646876335,0.282632648944855,0.353102803230286,1198787.75
"264","Region 2",0.080962099134922,0.354261755943298,0.281437754631042,272491
"265","Region 2",0.0838690474629402,0.45739734172821,0.316410094499588,9589118
"266","Region 2",0.0595296286046505,0.323483973741531,0.163114964962006,2104251
"267","Region 2",0.0363600961863995,0.356767565011978,0.257964581251144,476393.9375
"268","Region 2",0.0363600961863995,0.356767565011978,0.201969116926193,1706640.875
"269","Region 2",0.186498939990997,0.398520201444626,0.398707240819931,8661609
"270","Region 2",0.0685975402593613,0.40396648645401,0.360767245292664,971312.625
"271","Region 2",0.133260130882263,0.491803735494614,0.416633427143097,704999.875
"272","Region 2",0.0685975402593613,0.40396648645401,0.15413761138916,2899942.25
"273","Region 2",0.034795306622982,0.334456503391266,0.469523996114731,6241115
"274","Region 2",0.0838690474629402,0.45739734172821,0.130102142691612,8648105
"275","Region 2",0.136764317750931,0.404629945755005,0.404754370450974,2
"276","Region 2",0.0571252293884754,0.304806679487228,0.396269172430038,5600002.5
"277","Region 2",0.035024207085371,0.34021332859993,0.467187106609344,915000.4375
"278","Region 2",0.0766239166259766,0.375275731086731,0.0393207632005215,2
"279","Region 2",0.133260130882263,0.491803735494614,0.222289368510246,419125.125
"280","Region 2",0.186498939990997,0.398520201444626,0.501131594181061,405999.9375
"281","Region 2",0.136764317750931,0.404629945755005,0.359481275081635,2
"282","Region 2",0.13922156393528,0.478350907564163,0.412612617015839,1859032.75
"283","Region 2",0.0413345210254192,0.279951393604279,0.325902819633484,3145999.75
"284","Region 2",0.149098843336105,0.428374171257019,0.46686178445816,2135739.75
"285","Region 2",0.0363600961863995,0.356767565011978,0.456876367330551,7463619.5
"286","Region 2",0.0445001646876335,0.282632648944855,0.455891519784927,1305098.375
"287","Region 2",0.417269378900528,0.519964635372162,0.416361778974533,3167899.5
"288","Region 2",0.0606400147080421,0.379150152206421,0.335270583629608,191001.046875
"289","Region 2",0.0918221399188042,0.457907050848007,0.361386299133301,1738750.25
"290","Region 2",0.0737605765461922,0.340479254722595,0.44655179977417,1350304.75
"291","Region 2",0.136764317750931,0.404629945755005,0.357908099889755,250001
"292","Region 2",0.133260130882263,0.491803735494614,0.416866630315781,85000.0078125
"293","Region 2",0.0822281390428543,0.308700799942017,0.460117667913437,3525877
"294","Region 2",0.0507301837205887,0.293796300888062,0.472774267196655,1021780.375
"295","Region 2",0.278244704008102,0.487197637557983,0.642283082008362,581955.875
"296","Region 2",0.0912156403064728,0.273806154727936,0.313903152942657,176717.015625
"297","Region 2",0.0363600961863995,0.356767565011978,0.103210426867008,1809999.875
"298","Region 2",0.0929537191987038,0.384591400623322,0.356631189584732,360652.96875
"299","Region 2",0.034795306622982,0.334456503391266,0.193168953061104,396049.1875
"300","Region 2",0.186498939990997,0.398520201444626,0.476945728063583,280499.90625
"301","Region 2",0.0571252293884754,0.304806679487228,0.419387578964233,311500
"302","Region 2",0.0738901719450951,0.445161670446396,0.30515930056572,2
"303","Region 2",0.0445001646876335,0.282632648944855,0.389480799436569,2022999.75
"304","Region 2",0.0456306077539921,0.38156846165657,0.507347762584686,35001
"305","Region 2",0.0638209357857704,0.295618563890457,0.402185171842575,932877.25
"306","Region 2",0.0363600961863995,0.356767565011978,0.357646346092224,55250.98828125
"307","Region 2",0.0838690474629402,0.45739734172821,0.362431943416595,512561.875
"308","Region 2",0.080962099134922,0.354261755943298,0.243829041719437,747000.3125
"309","Region 2",0.0929537191987038,0.384591400623322,0.338994890451431,8302901
"310","Region 2",0.278244704008102,0.487197637557983,0.406129062175751,825999.625
"311","Region 2",0.0638209357857704,0.295618563890457,0.34118926525116,3114000.75
"312","Region 2",0.034795306622982,0.334456503391266,0.0912087261676788,32940110
"313","Region 2",0.0507301837205887,0.293796300888062,0.480670422315598,650950.875
"314","Region 2",0.0638209357857704,0.295618563890457,0.405808418989182,9089537
"315","Region 2",0.0638209357857704,0.295618563890457,0.309790104627609,1239817.375
"316","Region 2",0.0929537191987038,0.384591400623322,0.414837658405304,2466652
"317","Region 2",0.0544314682483673,0.41189506649971,0.422907829284668,2
"318","Region 2",0.0738901719450951,0.445161670446396,0.294624477624893,2
"319","Region 2",0.417269378900528,0.519964635372162,0.39688703417778,1840001.125
"320","Region 2",0.0613997541368008,0.273175597190857,0.350429981946945,1140000.125
"321","Region 2",0.0456306077539921,0.38156846165657,0.213687151670456,3108313
"322","Region 2",0.0571252293884754,0.304806679487228,0.350213587284088,1977500.125
"323","Region 2",0.0595296286046505,0.323483973741531,0.441664397716522,16763111
"324","Region 2",0.154709205031395,0.384460955858231,0.181096792221069,701707.0625
"325","Region 2",0.0363600961863995,0.356767565011978,0.425863653421402,2
"326","Region 2",0.13922156393528,0.478350907564163,0.440249294042587,1453816.875
"327","Region 2",0.0638209357857704,0.295618563890457,0.368966042995453,5967997.5
"328","Region 2",0.136764317750931,0.404629945755005,0.193531513214111,2
"329","Region 2",0.417269378900528,0.519964635372162,0.398529767990112,1078299.5
"330","Region 2",0.0917686820030212,0.414815038442612,0.163948550820351,2941999.25
"331","Region 2",0.0445001646876335,0.282632648944855,0.450504392385483,6778.9990234375
"332","Region 2",0.0995149463415146,0.241823956370354,0.0921202898025513,128585.9453125
"333","Region 2",0.417269378900528,0.519964635372162,0.405269652605057,396000.84375
"334","Region 2",0.0595296286046505,0.323483973741531,0.308324933052063,1336629.125
"335","Region 2",0.0917686820030212,0.414815038442612,0.377312421798706,2519797
"336","Region 2",0.034795306622982,0.334456503391266,0.291935533285141,1982500.25
"337","Region 2",0.10168768465519,0.306343823671341,0.507022261619568,7073297
"338","Region 2",0.0321990810334682,0.435858607292175,0.434043198823929,2534500.75
"339","Region 2",0.0929537191987038,0.384591400623322,0.384689331054688,1330000.5
"340","Region 2",0.149098843336105,0.428374171257019,0.555518925189972,2417001
"341","Region 2",0.0544314682483673,0.41189506649971,0.505756258964539,63387.0234375
"342","Region 2",0.0606400147080421,0.379150152206421,0.36000993847847,575859.75
"343","Region 2",0.133260130882263,0.491803735494614,0.368415385484695,2800138.75
"344","Region 2",0.0822281390428543,0.308700799942017,0.455359697341919,1560000.5
"345","Region 2",0.034795306622982,0.334456503391266,0.43074694275856,5148500
"346","Region 2",0.080962099134922,0.354261755943298,0.247136443853378,555922.9375
"347","Region 2",0.0737605765461922,0.340479254722595,0.207318246364594,39000.99609375
"348","Region 2",0.0507301837205887,0.293796300888062,0.569045424461365,5014824
"349","Region 2",0.0917686820030212,0.414815038442612,0.397504955530167,618324.875
"350","Region 2",0.0738901719450951,0.445161670446396,0.383839875459671,1835001.625
"351","Region 2",0.0507301837205887,0.293796300888062,0.387499690055847,3162601.75
"352","Region 2",0.080962099134922,0.354261755943298,0.353225439786911,2781762.75
"353","Region 2",0.034795306622982,0.334456503391266,0.424846261739731,1658317.125
"354","Region 2",0.0838690474629402,0.45739734172821,0.209118142724037,985000.9375
"355","Region 2",0.149098843336105,0.428374171257019,0.609430909156799,286039.90625
"356","Region 2",0.278244704008102,0.487197637557983,0.58111983537674,1239934.5
"357","Region 2",0.0872425585985184,0.275191009044647,0.261657148599625,12595861
"358","Region 2",0.0445001646876335,0.282632648944855,0.456696897745132,1159521.75
"359","Region 2",0.0929537191987038,0.384591400623322,0.368912607431412,2488999.25
"360","Region 2",0.0838690474629402,0.45739734172821,0.286643624305725,2550000.5
"361","Region 2",0.0929537191987038,0.384591400623322,0.41717404127121,13985.0068359375
"362","Region 2",0.186498939990997,0.398520201444626,0.465505719184875,417883.0625
"363","Region 2",0.278244704008102,0.487197637557983,0.466923803091049,1891500.25
"364","Region 2",0.0917686820030212,0.414815038442612,0.480191677808762,815000.3125
"365","Region 2",0.0595296286046505,0.323483973741531,0.275540232658386,7253662.5
